,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech,Region
86724,CIV,CÌ«te.d.Ivoire,1989,6098.244,5612.881,11711.125,3.3972,36.318,1470.31,0.198443787,6.486,52.701,50.765,54.993,1.52075043,1.124644196,0.96659892,1.020453115,1.35, Africa
86795,CIV,CÌ«te.d.Ivoire,1990,6304.071,5811.735,12115.806,3.3621,37.573,1307.35,0.1304907,6.356,52.483,50.566,54.754,1,1,1,1,0.998, Africa
86912,CIV,CÌ«te.d.Ivoire,1991,6515.007,6015.071,12530.078,3.3041,38.857,1252.85,0.122664839,6.232,52.12,50.269,54.309,0.940027446,0.958307884,1.03419269,0.980490875,0.979, Africa
86930,CIV,CÌ«te.d.Ivoire,1992,6729.409,6221.586,12950.995,3.2242,40.163,1214.09,0.097367036,6.114,51.617,49.892,53.654,0.746160735,0.928662356,1.068933837,0.961925739,0.802, Africa
87027,CIV,CÌ«te.d.Ivoire,1993,6945.604,6429.759,13375.363,3.1172,41.479,1328.36,0.120146272,6.005,50.997,49.454,52.816,0.920726706,1.016067867,1.103959819,0.944776589,0.904, Africa
87084,CIV,CÌ«te.d.Ivoire,1994,7161.289,6637.573,13798.862,2.9883,42.792,1282.58,0.103776674,5.904,50.291,48.975,51.837,0.795280232,0.981049444,1.138914076,0.928886092,0.809, Africa
87148,CIV,CÌ«te.d.Ivoire,1995,7374.268,6843.162,14217.43,2.8769,44.09,1311.55,0.136803909,5.81,49.534,48.463,50.787,1.048380532,1.003209192,1.173461345,0.914096916,1.043, Africa
87204,CIV,CÌ«te.d.Ivoire,1996,7585.348,7047.043,14632.391,2.7619,45.377,1377.82,0.156160398,5.72,48.763,47.919,49.744,1.196716689,1.053900462,1.207710903,0.899937067,1.133, Africa
87288,CIV,CÌ«te.d.Ivoire,1997,7793.622,7248.527,15042.149,2.5877,46.648,1419.07,0.148183614,5.633,48.023,47.358,48.789,1.135587551,1.085454146,1.241531022,0.886249213,1.044, Africa
87297,CIV,CÌ«te.d.Ivoire,1998,7993.254,7443.216,15436.47,2.3419,47.871,1449.07,0.122113411,5.547,47.359,46.806,47.993,0.93580164,1.108402103,1.27407702,0.872718691,0.843, Africa
87374,CIV,CÌ«te.d.Ivoire,1999,8176.746,7625.502,15802.248,2.0611,49.005,1438.54,0.10814917,5.46,46.812,46.298,47.4,0.828788336,1.100343859,1.30426717,0.859030837,0.752, Africa
87463,CIV,CÌ«te.d.Ivoire,2000,8339.409,7791.923,16131.332,1.7747,50.025,1337.19,0.11480763,5.375,46.429,45.89,47.046,0.879814659,1.02282308,1.331428714,0.845657646,0.859, Africa
87489,CIV,CÌ«te.d.Ivoire,2001,8479.156,7941.017,16420.173,1.5399,50.921,1304.51,0.128317771,5.289,46.244,45.638,46.94,0.983348021,0.997823253,1.355268729,0.832127124,0.984, Africa
87586,CIV,CÌ«te.d.Ivoire,2002,8599.464,8075.523,16674.987,1.3984,51.711,1256.64,0.119160513,5.207,46.249,45.567,47.036,0.913172457,0.961206254,1.376300264,0.819225928,0.948, Africa
87652,CIV,CÌ«te.d.Ivoire,2003,8708.265,8201.536,16909.801,1.3774,52.44,1209.55,0.088055442,5.13,46.425,45.681,47.284,0.674802436,0.925190333,1.395681063,0.807111391,0.728, Africa
87710,CIV,CÌ«te.d.Ivoire,2004,8816.72,8327.605,17144.325,1.4458,53.167,1199.68,0.121906228,5.06,46.752,45.971,47.652,0.934213924,0.91764091,1.415037926,0.796098175,1.016, Africa
87747,CIV,CÌ«te.d.Ivoire,2005,8933.518,8460.476,17393.994,1.5314,53.941,1195.59,0.122686026,5,47.193,46.404,48.102,0.94018981,0.914515018,1.43564481,0.786658276,1.026, Africa
87838,CIV,CÌ«te.d.Ivoire,2006,9060.762,8601.655,17662.417,1.6099,54.773,1179,0.108025985,4.956,47.705,46.929,48.597,0.827844327,0.901818593,1.457799588,0.779735683,0.916, Africa
87875,CIV,CÌ«te.d.Ivoire,2007,9197.994,8751.067,17949.061,1.7177,55.662,1172.2,0.104573716,4.928,48.239,47.482,49.105,0.801388267,0.896621666,1.48145827,0.775330396,0.892, Africa
87947,CIV,CÌ«te.d.Ivoire,2008,9348.155,8911.889,18260.044,1.8518,56.627,1173.79,0.102628449,4.913,48.753,48.012,49.6,0.78648095,0.897835261,1.507125816,0.772970422,0.874, Africa
88039,CIV,CÌ«te.d.Ivoire,2009,9513.947,9087.395,18601.342,1.9972,57.685,1191.96,0.085854021,4.909,49.224,48.49,50.062,0.657932105,0.91173841,1.535295464,0.772341095,0.72, Africa
88097,CIV,CÌ«te.d.Ivoire,2010,9696.964,9279.624,18976.588,2.1549,58.849,1194.9,0.083418579,4.91,49.642,48.907,50.482,0.639268385,0.913986521,1.566267073,0.772498427,0.698, Africa
88173,CMR,Cameroon,1960,2635.508,2725.859,5361.367,2.0884,11.277,832,0.01380245,5.647,41.546,40.234,42.878,0.351477904,0.686994685,0.444176267,0.877681069,0.166, Africa
88213,CMR,Cameroon,1961,2692.076,2782.433,5474.509,2.1551,11.515,828.58,0.014065188,5.705,41.987,40.679,43.316,0.358168507,0.684174046,0.453549807,0.886695679,0.17, Africa
88288,CMR,Cameroon,1962,2751.722,2842.046,5593.768,2.2164,11.765,839.98,0.01412286,5.766,42.429,41.124,43.752,0.3596371,0.693582703,0.463430127,0.896176562,0.168, Africa
88352,CMR,Cameroon,1963,2814.452,2904.683,5719.135,2.2702,12.029,856.51,0.014337833,5.828,42.867,41.566,44.185,0.365111363,0.707234364,0.473816479,0.905812869,0.167, Africa
88389,CMR,Cameroon,1964,2880.201,2970.253,5850.454,2.3183,12.305,871.84,0.015725275,5.89,43.303,42.005,44.616,0.400442445,0.719888209,0.48469594,0.915449176,0.18, Africa
88474,CMR,Cameroon,1965,2948.948,3038.723,5987.671,2.3654,12.594,873.59,0.014195837,5.949,43.74,42.442,45.052,0.361495455,0.721334052,0.496064036,0.92461921,0.163, Africa
88575,CMR,Cameroon,1966,3020.807,3110.183,6130.99,2.4132,12.895,897.78,0.015331945,6.005,44.184,42.879,45.502,0.390426324,0.741305881,0.507937668,0.933322972,0.171, Africa
88579,CMR,Cameroon,1967,3095.932,3184.811,6280.743,2.4599,13.21,905.3,0.019902104,6.058,44.639,43.319,45.973,0.506804935,0.747521756,0.520344341,0.94156046,0.22, Africa
88671,CMR,Cameroon,1968,3174.389,3262.768,6437.157,2.5055,13.539,945.77,0.021438035,6.11,45.111,43.767,46.468,0.545917266,0.780931393,0.533302862,0.949642524,0.227, Africa
88706,CMR,Cameroon,1969,3256.241,3344.238,6600.479,2.5502,13.883,972.85,0.023634648,6.159,45.598,44.223,46.988,0.601853777,0.803292994,0.546833694,0.957258315,0.243, Africa
88818,CMR,Cameroon,1970,3341.575,3429.392,6770.967,2.5932,14.241,981.84,0.025697954,6.205,46.103,44.692,47.53,0.654395639,0.810719484,0.560958212,0.964407833,0.262, Africa
88843,CMR,Cameroon,1971,3430.486,3518.361,6948.847,2.6349,14.616,989.97,0.031803837,6.247,46.625,45.178,48.09,0.809881297,0.817432545,0.575695139,0.970935654,0.321, Africa
88950,CMR,Cameroon,1972,3523.122,3611.252,7134.374,2.6761,15.006,1010.75,0.03293912,6.286,47.159,45.68,48.657,0.838791142,0.834587519,0.591065601,0.976997202,0.326, Africa
88987,CMR,Cameroon,1973,3619.692,3708.182,7327.874,2.717,15.413,1003.05,0.033433981,6.322,47.699,46.194,49.223,0.851392729,0.828234907,0.607096607,0.982592477,0.333, Africa
89087,CMR,Cameroon,1974,3720.44,3809.264,7529.704,2.7571,15.837,1024.04,0.035326754,6.356,48.24,46.716,49.781,0.899591987,0.845566049,0.623817734,0.987876904,0.345, Africa
89131,CMR,Cameroon,1975,3825.582,3914.614,7740.196,2.7939,16.28,1051.62,0.040955035,6.391,48.775,47.242,50.326,1.042915566,0.868333279,0.641256486,0.993316755,0.389, Africa
89172,CMR,Cameroon,1976,3935.204,4024.296,7959.5,2.8284,16.741,1043.97,0.037439538,6.429,49.304,47.767,50.856,0.953393798,0.862018585,0.659425291,0.999222878,0.359, Africa
89255,CMR,Cameroon,1977,4049.41,4138.43,8187.84,2.8637,17.222,1070.02,0.052150506,6.47,49.82,48.285,51.371,1.328007027,0.883528424,0.678342707,1.005595275,0.487, Africa
89310,CMR,Cameroon,1978,4168.447,4257.26,8425.707,2.9004,17.722,1094.08,0.064801684,6.516,50.319,48.786,51.866,1.650167903,0.903400572,0.698049412,1.012744793,0.592, Africa
89400,CMR,Cameroon,1979,4292.596,4381.07,8673.666,2.9362,18.243,1119.63,0.057530461,6.563,50.793,49.263,52.338,1.465006989,0.924490341,0.718592214,1.020049736,0.514, Africa
89463,CMR,Cameroon,1980,4422.055,4510.066,8932.121,2.9674,18.787,1191.6,0.119232599,6.609,51.236,49.708,52.781,3.036245301,0.983922872,0.740004585,1.027199254,1.001, Africa
89523,CMR,Cameroon,1981,4556.869,4644.277,9201.146,2.9924,19.353,1350.82,0.15834984,6.651,51.642,50.114,53.188,4.032361646,1.115388635,0.762292654,1.033727075,1.172, Africa
89585,CMR,Cameroon,1982,4696.986,4783.652,9480.638,3.0122,19.941,1416.3,0.182477171,6.683,52.01,50.481,53.558,4.646761522,1.169456179,0.785447889,1.038700653,1.288, Africa
89629,CMR,Cameroon,1983,4842.362,4928.193,9770.555,3.0265,20.55,1471.17,0.183919951,6.703,52.337,50.807,53.889,4.683501772,1.214761841,0.80946681,1.041809139,1.25, Africa
89681,CMR,Cameroon,1984,4992.906,5077.873,10070.779,3.0349,21.182,1537.45,0.164038949,6.708,52.624,51.091,54.179,4.17723418,1.269492164,0.834339641,1.04258626,1.067, Africa
89769,CMR,Cameroon,1985,5148.49,5232.608,10381.098,3.0393,21.835,1621.75,0.17011688,6.697,52.87,51.336,54.429,4.332008039,1.339100636,0.860048819,1.040876593,1.049, Africa
89852,CMR,Cameroon,1986,5309.084,5392.374,10701.458,3.0376,22.508,1682.93,0.05111453,6.669,53.082,51.546,54.643,1.301626016,1.38962059,0.886589869,1.036524712,0.304, Africa
89911,CMR,Cameroon,1987,5474.526,5556.989,11031.515,3.0257,23.203,1549.57,0.045868586,6.627,53.263,51.727,54.825,1.16803862,1.279505151,0.913934291,1.029996892,0.296, Africa
89970,CMR,Cameroon,1988,5644.384,5726.01,11370.394,3.0026,23.915,1434.88,0.053032463,6.572,53.415,51.881,54.974,1.350465966,1.184797611,0.942009596,1.021448555,0.37, Africa
90041,CMR,Cameroon,1989,5818.108,5898.867,11716.975,2.9714,24.644,1267.96,0.177776261,6.508,53.536,52.008,55.087,4.527053346,1.046970723,0.970722992,1.011501399,1.402, Africa
90078,CMR,Cameroon,1990,5995.261,6075.098,12070.359,2.9387,25.388,1211.07,0.039269752,6.434,53.619,52.102,55.155,1,1,1,1,0.324, Africa
90176,CMR,Cameroon,1991,6175.744,6254.595,12430.339,2.9057,26.145,1132.53,0.024375844,6.352,53.652,52.155,55.167,0.620728236,0.935149689,1.029823471,0.987255207,0.215, Africa
90197,CMR,Cameroon,1992,6359.527,6437.304,12796.831,2.8687,26.916,1067.91,0.080879399,6.264,53.631,52.16,55.116,2.059585193,0.881791975,1.060186445,0.973577868,0.757, Africa
90246,CMR,Cameroon,1993,6546.342,6622.905,13169.247,2.8277,27.699,1006.52,0.080718358,6.173,53.554,52.118,55.002,2.055484313,0.831094254,1.091040208,0.959434256,0.802, Africa
90315,CMR,Cameroon,1994,6735.902,6811.046,13546.948,2.7853,28.493,955.97,0.076843877,6.08,53.426,52.032,54.83,1.956821049,0.789360906,1.122331821,0.944979795,0.804, Africa
90383,CMR,Cameroon,1995,6928.056,7001.519,13929.575,2.743,29.298,962.95,0.085429742,5.989,53.246,51.903,54.6,2.175459191,0.795124047,1.154031541,0.930836183,0.887, Africa
90483,CMR,Cameroon,1996,7122.711,7194.238,14316.949,2.7044,30.113,986.33,0.087658341,5.903,53.017,51.732,54.312,2.232210226,0.814429021,1.186124539,0.917469692,0.889, Africa
90550,CMR,Cameroon,1997,7320.052,7389.374,14709.426,2.673,30.938,1011.58,0.059621633,5.823,52.753,51.53,53.982,1.518258472,0.835276828,1.218640307,0.905035748,0.589, Africa
90591,CMR,Cameroon,1998,7520.574,7587.335,15107.909,2.6502,31.777,1037.41,0.057916685,5.749,52.472,51.316,53.634,1.474842141,0.856605716,1.251653658,0.893534349,0.558, Africa
90680,CMR,Cameroon,1999,7724.958,7788.695,15513.653,2.634,32.63,1057.73,0.054145855,5.682,52.199,51.108,53.293,1.378818362,0.873382566,1.285268566,0.88312092,0.512, Africa
90721,CMR,Cameroon,2000,7933.763,7993.95,15927.713,2.6194,33.501,1076.17,0.058765499,5.621,51.96,50.931,52.991,1.496457105,0.88860855,1.319572434,0.873640037,0.546, Africa
90765,CMR,Cameroon,2001,8147.175,8203.265,16350.44,2.6055,34.39,1098.7,0.057062685,5.567,51.782,50.805,52.757,1.453095122,0.907210426,1.354594341,0.865247125,0.519, Africa
90829,CMR,Cameroon,2002,8365.265,8416.779,16782.044,2.5952,35.298,1115.23,0.055535547,5.515,51.679,50.746,52.61,1.414206739,0.920858216,1.390351687,0.857165061,0.498, Africa
90897,CMR,Cameroon,2003,8588.337,8634.94,17223.277,2.5887,36.226,1132.42,0.060093094,5.464,51.663,50.761,52.561,1.530264167,0.935054186,1.426906772,0.849238421,0.531, Africa
90958,CMR,Cameroon,2004,8816.703,8858.257,17674.96,2.5846,37.176,1147.63,0.061046814,5.413,51.74,50.856,52.62,1.554550557,0.947615298,1.464327614,0.841311781,0.532, Africa
91064,CMR,Cameroon,2005,9050.601,9087.133,18137.734,2.5809,38.149,1147.55,0.055574748,5.358,51.912,51.031,52.79,1.415204983,0.947548935,1.502667319,0.832763444,0.484, Africa
91113,CMR,Cameroon,2006,9290.184,9321.753,18611.937,2.5764,39.147,1157.94,0.056093033,5.299,52.173,51.28,53.064,1.428403055,0.956123754,1.541953889,0.82359341,0.484, Africa
91191,CMR,Cameroon,2007,9535.496,9562.18,19097.676,2.5709,40.168,1170.43,0.083308566,5.235,52.502,51.585,53.418,2.121443668,0.966444396,1.582196188,0.813646254,0.712, Africa
91204,CMR,Cameroon,2008,9786.515,9808.511,19595.026,2.564,41.214,1173.89,0.077162439,5.167,52.878,51.929,53.829,1.964933209,0.969301005,1.623400431,0.803077401,0.657, Africa
91325,CMR,Cameroon,2009,10043.149,10060.796,20103.945,2.5556,42.285,1170.98,0.090529496,5.094,53.288,52.299,54.279,2.305323864,0.96689608,1.665563137,0.791731427,0.773, Africa
91341,CMR,Cameroon,2010,10305.308,10319.035,20624.343,2.5464,43.379,1179.34,0.095663653,5.017,53.718,52.688,54.752,2.43606464,0.973794727,1.70867685,0.779763755,0.811, Africa
91414,COD,Democratic.Republic.of.the.Congo,1960,7283.503,7964.743,15248.246,2.5221,6.503,1415.66,0.041512971,6.001,41.098,39.64,42.465,1.305623753,0.594714769,0.436779945,0.841300995,0.293, Africa
91469,COD,Democratic.Republic.of.the.Congo,1961,7482.01,8155.705,15637.715,2.5478,6.669,1430.14,0.041118539,6.015,41.312,39.855,42.681,1.293218478,0.600795329,0.447936129,0.843263704,0.288, Africa
91544,COD,Democratic.Republic.of.the.Congo,1962,7687.506,8353.741,16041.247,2.5886,6.841,1443.67,0.036967201,6.03,41.529,40.072,42.9,1.162654802,0.606480115,0.459495143,0.845366606,0.256, Africa
91608,COD,Democratic.Republic.of.the.Congo,1963,7901.491,8560.423,16461.914,2.6495,7.02,1458.08,0.03802717,6.048,41.755,40.298,43.127,1.195991869,0.612533909,0.471544982,0.847890088,0.261, Africa
91700,COD,Democratic.Republic.of.the.Congo,1964,8126.003,8777.896,16903.899,2.7192,7.209,1472.31,0.031886135,6.067,41.995,40.538,43.367,1.002850276,0.618513114,0.484205466,0.850553764,0.217, Africa
91727,COD,Democratic.Republic.of.the.Congo,1965,8362.341,9007.518,17369.859,2.7931,7.408,1486.28,0.038802848,6.089,42.257,40.8,43.63,1.220387711,0.624382878,0.497552705,0.85363802,0.261, Africa
91803,COD,Democratic.Republic.of.the.Congo,1966,8611.514,9250.346,17861.86,2.8497,7.617,1526.58,0.036726298,6.111,42.549,41.092,43.922,1.155078182,0.641309885,0.511645878,0.856722277,0.241, Africa
91880,COD,Democratic.Republic.of.the.Congo,1967,8872.707,9505.482,18378.189,2.8694,7.838,1568.52,0.034007703,6.135,42.868,41.411,44.242,1.069575697,0.658929016,0.526435917,0.86008692,0.217, Africa
91921,COD,Democratic.Republic.of.the.Congo,1968,9143.199,9769.978,18913.177,2.8444,8.066,1610.17,0.048590462,6.161,43.208,41.752,44.584,1.528217775,0.676425062,0.541760436,0.86373195,0.302, Africa
92004,COD,Democratic.Republic.of.the.Congo,1969,9419.169,10039.705,19458.874,2.7924,8.299,1653.11,0.051184873,6.187,43.563,42.107,44.94,1.609814574,0.694466248,0.55739171,0.86737698,0.31, Africa
92057,COD,Democratic.Republic.of.the.Congo,1970,9698.035,10311.867,20009.902,2.7279,8.534,1696.31,0.03698169,6.214,43.917,42.462,45.297,1.163110511,0.71261195,0.573175688,0.871162204,0.218, Africa
92127,COD,Democratic.Republic.of.the.Congo,1971,9978.357,10584.901,20563.258,2.6784,8.77,1786.38,0.039293384,6.242,44.254,42.8,45.637,1.235815558,0.750453203,0.58902635,0.875087621,0.22, Africa
92220,COD,Democratic.Republic.of.the.Congo,1972,10261.359,10860.108,21121.467,2.6623,9.008,1882,0.039012442,6.271,44.561,43.108,45.947,1.226979636,0.790622575,0.605016025,0.879153231,0.207, Africa
92277,COD,Democratic.Republic.of.the.Congo,1973,10550.333,11141.013,21691.346,2.6898,9.251,1980.96,0.040154262,6.301,44.832,43.38,46.22,1.262891021,0.832194644,0.621339982,0.883359035,0.203, Africa
92321,COD,Democratic.Republic.of.the.Congo,1974,10850.02,11432.693,22282.713,2.7425,9.503,2083.91,0.041242734,6.333,45.064,43.612,46.453,1.297124514,0.875441497,0.638279455,0.887845226,0.198, Africa
92378,COD,Democratic.Republic.of.the.Congo,1975,11163.656,11738.619,22902.275,2.81,9.767,2191.11,0.038555122,6.366,45.262,43.811,46.652,1.212596473,0.920479682,0.656026562,0.892471611,0.176, Africa
92437,COD,Democratic.Republic.of.the.Congo,1976,11493.642,12061.316,23554.958,2.8586,10.045,2140.54,0.039524588,6.403,45.438,43.988,46.829,1.243087127,0.899234074,0.674722407,0.897658769,0.185, Africa
92540,COD,Democratic.Republic.of.the.Congo,1977,11838.658,12399.353,24238.011,2.8608,10.337,1908.81,0.039235893,6.443,45.607,44.158,46.998,1.234007391,0.801885107,0.694288189,0.903266508,0.206, Africa
92608,COD,Democratic.Republic.of.the.Congo,1978,12193.841,12747.59,24941.431,2.8048,10.637,1823.66,0.038690643,6.487,45.78,44.333,47.171,1.216858747,0.766113186,0.714437375,0.90943502,0.212, Africa
92629,COD,Democratic.Republic.of.the.Congo,1979,12552.223,13098.661,25650.884,2.7171,10.939,2042.59,0.039920651,6.535,45.961,44.516,47.352,1.255543726,0.858083349,0.734759374,0.916164307,0.195, Africa
92736,COD,Democratic.Republic.of.the.Congo,1980,12909.455,13447.952,26357.407,2.632,11.241,2324,0.036232699,6.585,46.148,44.706,47.54,1.139554003,0.976304709,0.754997445,0.92317398,0.156, Africa
92799,COD,Democratic.Republic.of.the.Congo,1981,13265.254,13795.099,27060.353,2.5807,11.54,2724.87,0.038063066,6.636,46.337,44.897,47.73,1.197120835,1.144709173,0.775133053,0.930323847,0.14, Africa
92812,COD,Democratic.Republic.of.the.Congo,1982,13623.564,14144.211,27767.775,2.5695,11.842,2857.34,0.030178867,6.689,46.519,45.081,47.912,0.949155042,1.200357429,0.795396875,0.937754101,0.106, Africa
92891,COD,Democratic.Republic.of.the.Congo,1983,13989.658,14500.852,28490.51,2.6087,12.15,2913.04,0.038539149,6.742,46.685,45.249,48.08,1.212094105,1.223757443,0.816099332,0.945184354,0.132, Africa
92979,COD,Democratic.Republic.of.the.Congo,1984,14370.816,14872.713,29243.529,2.6867,12.471,3008.13,0.036965443,6.794,46.834,45.398,48.231,1.16259951,1.263706167,0.837669262,0.952474415,0.123, Africa
93000,COD,Democratic.Republic.of.the.Congo,1985,14773.4,15266.473,30039.873,2.7319,12.811,2787.06,0.033056065,6.847,46.968,45.533,48.367,1.03964574,1.170835702,0.860480219,0.959904668,0.119, Africa
93064,COD,Democratic.Republic.of.the.Congo,1986,15193.553,15678.302,30871.855,2.7763,13.166,2519.06,0.029832998,6.902,47.096,45.661,48.497,0.938277121,1.058249684,0.884312013,0.967615309,0.118, Africa
93149,COD,Democratic.Republic.of.the.Congo,1987,15632.042,16108.923,31740.965,2.9129,13.536,2459.67,0.033111785,6.96,47.22,45.785,48.624,1.041398175,1.033298945,0.909207323,0.97574653,0.135, Africa
93240,COD,Democratic.Republic.of.the.Congo,1988,16104.77,16574.388,32679.158,3.1588,13.937,2389.16,0.033538196,7.019,47.336,45.901,48.742,1.054809222,1.003677241,0.936081489,0.984017945,0.14, Africa
93261,COD,Democratic.Republic.of.the.Congo,1989,16632.393,17095.512,33727.905,3.4465,14.384,2401.81,0.03551955,7.077,47.435,46,48.844,1.117124752,1.008991564,0.96612243,0.992149166,0.148, Africa
93374,COD,Democratic.Republic.of.the.Congo,1990,17226.566,17684.025,34910.591,3.7733,14.888,2380.4,0.031795509,7.133,47.485,46.05,48.897,1,1,1,1,0.134, Africa
93389,COD,Democratic.Republic.of.the.Congo,1991,17900.117,18352.908,36253.025,3.996,15.461,2363.08,0.028245919,7.183,47.45,46.016,48.864,0.888361908,0.99272013,1.038453488,1.007009673,0.12, Africa
93484,COD,Democratic.Republic.of.the.Congo,1992,18641.012,19090.008,37731.02,3.9655,16.091,2351.09,0.026158848,7.223,47.316,45.883,48.731,0.822721466,0.98768586,1.080790067,1.012617412,0.111, Africa
93547,COD,Democratic.Republic.of.the.Congo,1993,19405.877,19851.417,39257.294,3.6381,16.742,2254.13,0.023689865,7.251,47.088,45.658,48.506,0.745069543,0.946953613,1.124509579,1.016542829,0.105, Africa
93627,COD,Democratic.Republic.of.the.Congo,1994,20135.063,20576.753,40711.816,3.1449,17.362,2062.41,0.016604516,7.267,46.792,45.364,48.21,0.522228348,0.866412072,1.166173784,1.018785925,0.081, Africa
93667,COD,Democratic.Republic.of.the.Congo,1995,20787.79,21224.734,42012.524,2.6079,17.917,2080.72,0.019256163,7.267,46.478,45.053,47.897,0.605625245,0.874101865,1.203432047,1.018785925,0.093, Africa
93734,COD,Democratic.Republic.of.the.Congo,1996,21345.699,21776.902,43122.601,2.1923,18.39,2105.63,0.02054607,7.253,46.213,44.793,47.63,0.646194111,0.884568978,1.235229762,1.016823216,0.098, Africa
93788,COD,Democratic.Republic.of.the.Congo,1997,21826.849,22251.548,44078.397,1.9824,18.798,2039.63,0.018104107,7.227,46.051,44.638,47.465,0.569391948,0.856841628,1.262608158,1.013178186,0.089, Africa
